item_id,order_id,product_id,quantity,unit_price,line_total
78,44,278,2,282.8,565.6
79,44,512,1,441.13,441.13
80,44,935,1,134.52,134.52
81,44,576,2,289.24,578.48
82,45,246,1,425.54,425.54
83,45,923,1,105.74,105.74
84,45,415,2,163.12,326.24
85,46,913,1,216.72,216.72
86,47,602,1,265.31,265.31
87,48,573,3,381.24,1143.72
88,48,707,1,177.53,177.53
89,49,791,1,173.34,173.34
90,50,408,2,468.56,937.12
91,50,213,1,166.56,166.56
92,50,412,2,374.4,748.8
93,51,964,1,463.77,463.77
94,51,603,1,105.29,105.29
95,51,116,2,324.21,648.42
96,52,204,1,381.86,381.86
97,52,705,1,477.74,477.74
98,53,999,2,123.68,247.36
99,53,713,1,451.83,451.83
100,53,497,1,354.57,354.57
101,53,268,1,121.59,121.59
102,53,811,1,144.54,144.54
103,54,156,1,414.4,414.4
104,55,466,1,46.93,46.93
105,55,746,2,391.09,782.18
106,56,20,1,197.26,197.26
107,57,404,2,80.29,160.58
108,57,37,1,321.38,321.38
109,57,928,1,201.03,201.03
110,57,537,1,248.55,248.55
111,58,88,1,352.8,352.8
112,58,512,1,162.59,162.59
113,58,453,1,376.39,376.39
114,59,289,2,181.93,363.86
115,60,161,2,15.26,30.52
116,61,807,2,259.47,518.94
117,61,663,1,72.86,72.86
118,61,706,1,266.4,266.4
119,61,11,1,164.99,164.99
120,61,944,1,399.02,399.02
121,62,78,4,479.64,1918.56
122,62,19,1,368.77,368.77
123,63,592,1,50.24,50.24
124,63,748,1,126.31,126.31
125,64,464,1,255.36,255.36
126,64,398,1,376.38,376.38
127,65,671,1,287.75,287.75
128,65,708,1,385.17,385.17
129,66,663,1,148.12,148.12
130,67,860,1,82.83,82.83
131,67,838,1,252.14,252.14
132,68,99,2,447.16,894.32
133,69,659,2,346.54,693.08
134,69,442,1,235.22,235.22
135,70,914,1,275.8,275.8
136,71,829,1,396.78,396.78
137,71,888,1,157.18,157.18
138,71,48,1,72.74,72.74
139,72,562,1,229.35,229.35
140,72,830,1,482.14,482.14
141,72,156,1,282.36,282.36
142,73,389,2,149.38,298.76
143,73,965,1,37.36,37.36
144,73,748,1,224.38,224.38
145,74,308,2,316.0,632.0
146,74,349,4,374.84,1499.36
147,74,259,1,372.52,372.52
148,74,385,1,214.86,214.86
149,74,826,1,351.52,351.52
150,75,167,4,149.99,599.96
151,75,363,1,77.77,77.77
152,75,966,3,129.22,387.66
153,76,981,1,491.67,491.67
154,76,130,1,193.99,193.99
155,76,221,1,420.17,420.17
156,76,422,1,32.92,32.92
157,77,154,1,30.45,30.45
158,77,926,1,301.59,301.59
159,77,159,3,20.82,62.46
160,78,707,3,407.36,1222.08
161,79,160,1,248.97,248.97
162,80,777,1,229.29,229.29
163,80,950,1,417.14,417.14
164,81,424,1,454.06,454.06
165,81,718,3,490.23,1470.69
166,81,958,3,495.8,1487.4
167,82,477,1,103.89,103.89
168,83,823,2,99.35,198.7
169,84,535,1,295.69,295.69
170,84,282,1,252.03,252.03
171,84,840,1,35.47,35.47
172,84,469,1,339.94,339.94
173,85,990,2,291.87,583.74
174,85,211,2,161.21,322.42
175,85,654,2,101.35,202.7
176,86,989,1,193.26,193.26
177,86,72,1,273.91,273.91
178,88,305,1,50.71,50.71
179,89,867,2,135.49,270.98
180,89,487,1,125.71,125.71
181,89,216,3,18.02,54.06
182,90,529,1,368.4,368.4
183,90,690,1,12.06,12.06
184,91,315,1,305.0,305.0
185,92,946,2,152.91,305.82
186,92,243,2,280.3,560.6
187,92,857,1,293.59,293.59
188,93,853,3,435.27,1305.81
189,93,322,3,451.73,1355.19
190,94,178,1,119.91,119.91
191,94,397,1,280.77,280.77
192,95,4,1,38.85,38.85
193,96,115,1,365.54,365.54
194,96,113,1,114.98,114.98
195,97,494,1,491.31,491.31
196,99,315,1,69.29,69.29
197,99,136,1,164.38,164.38
198,99,688,2,302.51,605.02
199,99,200,1,268.73,268.73
200,100,700,2,42.58,85.16
201,101,334,3,129.05,387.15
202,101,818,1,73.69,73.69
203,101,352,1,143.46,143.46
204,102,427,1,55.61,55.61
205,102,112,2,342.58,685.16
206,102,569,3,195.15,585.45
207,103,212,1,380.47,380.47
208,104,782,1,425.62,425.62
209,105,526,1,66.17,66.17
210,105,746,1,232.02,232.02
211,106,329,1,495.55,495.55
212,106,973,1,371.16,371.16
213,107,472,1,496.27,496.27
214,108,301,1,421.46,421.46
215,108,686,1,165.85,165.85
216,109,306,2,468.23,936.46
217,110,738,1,262.15,262.15
218,110,677,4,317.46,1269.84
219,111,643,1,177.01,177.01
220,111,955,2,417.38,834.76
221,112,268,1,498.53,498.53
222,112,268,2,293.41,586.82
223,113,771,1,387.62,387.62
224,113,726,1,409.7,409.7
225,114,638,1,274.24,274.24
226,115,150,1,30.61,30.61
227,116,620,1,25.84,25.84
228,116,682,1,340.12,340.12
229,116,903,1,315.37,315.37
230,117,667,1,99.46,99.46
231,117,413,1,218.81,218.81
232,118,301,1,375.81,375.81
233,118,365,1,168.34,168.34
234,118,76,1,35.23,35.23
235,119,435,1,96.48,96.48
236,119,456,1,278.41,278.41
237,120,516,1,239.35,239.35
238,120,880,1,104.8,104.8
239,120,323,1,147.85,147.85
240,121,570,1,343.67,343.67
241,121,107,3,440.21,1320.63
242,121,601,1,276.79,276.79
243,122,438,1,473.18,473.18
244,123,651,1,277.23,277.23
245,123,586,1,457.56,457.56
246,123,47,2,349.29,698.58
247,124,807,1,376.45,376.45
248,124,69,1,94.46,94.46
249,124,435,1,134.24,134.24
250,125,165,1,123.14,123.14
251,127,646,3,486.25,1458.75
252,127,780,1,372.71,372.71
253,128,303,1,74.98,74.98
254,128,468,2,329.38,658.76
255,129,733,1,386.98,386.98
256,130,567,1,420.63,420.63
257,130,680,1,270.0,270.0
258,131,404,4,92.73,370.92
259,132,307,1,46.94,46.94
260,133,639,1,384.7,384.7
261,133,3,1,224.73,224.73
262,133,769,4,162.79,651.16
263,133,945,1,308.47,308.47
264,134,171,2,491.59,983.18
265,135,810,3,265.73,797.19
266,135,590,1,199.95,199.95
267,136,911,1,281.88,281.88
268,137,471,2,341.28,682.56
269,137,449,1,404.48,404.48
270,137,246,1,226.83,226.83
271,138,686,2,499.01,998.02
272,139,251,1,228.4,228.4
273,139,245,1,153.7,153.7
274,140,49,1,100.12,100.12
275,141,14,2,461.44,922.88
276,142,86,1,444.33,444.33
277,143,982,2,203.89,407.78
278,143,75,2,256.76,513.52
279,143,261,1,390.86,390.86
280,144,826,2,335.71,671.42
281,144,978,2,157.02,314.04
282,145,773,1,57.87,57.87
283,145,329,1,202.84,202.84
284,145,521,1,57.32,57.32
285,145,332,1,406.94,406.94
286,146,261,1,428.91,428.91
287,146,424,1,271.97,271.97
288,146,49,3,373.86,1121.58
289,146,573,2,174.09,348.18
290,147,973,1,299.15,299.15
291,147,715,1,291.01,291.01
292,148,954,1,328.85,328.85
293,149,986,2,130.2,260.4
294,150,444,1,282.58,282.58
295,151,315,1,445.42,445.42
296,151,277,1,424.4,424.4
297,153,763,1,72.29,72.29
298,153,992,1,101.12,101.12
299,153,184,3,25.51,76.53
300,155,389,1,110.92,110.92
301,155,967,1,283.02,283.02
302,156,43,3,430.86,1292.58
303,157,720,1,11.16,11.16
304,159,1,1,57.71,57.71
305,160,552,1,385.28,385.28
306,160,659,2,151.69,303.38
307,161,352,1,71.82,71.82
308,161,78,2,392.79,785.58
309,162,676,1,304.73,304.73
310,163,124,1,389.61,389.61
311,163,831,1,233.23,233.23
312,164,995,1,437.68,437.68
313,164,845,1,432.01,432.01
314,164,954,1,170.17,170.17
315,165,320,1,323.64,323.64
316,166,202,1,44.13,44.13
317,166,915,3,157.44,472.32
318,166,74,1,389.76,389.76
319,167,489,1,332.0,332.0
320,167,455,1,116.77,116.77
321,168,263,1,338.3,338.3
322,168,274,1,429.23,429.23
323,168,421,1,195.79,195.79
324,169,333,4,453.29,1813.16
325,169,318,1,486.92,486.92
326,170,387,1,422.99,422.99
327,170,692,1,482.4,482.4
328,171,303,2,326.25,652.5
329,172,315,2,322.48,644.96
330,174,287,1,191.95,191.95
331,174,845,1,116.51,116.51
332,175,809,1,135.22,135.22
333,176,418,1,255.43,255.43
334,177,872,2,484.41,968.82
335,178,846,1,18.48,18.48
336,178,822,1,332.1,332.1
337,179,612,1,207.44,207.44
338,180,890,3,144.99,434.97
339,181,826,1,90.03,90.03
340,181,995,1,40.09,40.09
341,182,827,1,148.47,148.47
342,182,577,1,34.77,34.77
343,182,154,1,163.63,163.63
344,183,797,1,408.96,408.96
345,184,469,1,321.5,321.5
346,185,270,2,391.91,783.82
347,185,927,1,382.08,382.08
348,186,828,1,304.18,304.18
349,187,416,1,393.69,393.69
350,187,816,1,78.1,78.1
351,188,601,2,499.05,998.1
352,188,444,1,23.99,23.99
353,188,520,1,386.64,386.64
354,188,371,1,343.86,343.86
355,190,25,1,115.83,115.83
356,191,335,1,209.21,209.21
357,191,445,1,150.65,150.65
358,192,543,1,295.81,295.81
359,193,353,1,125.22,125.22
360,194,343,1,46.58,46.58
361,195,644,2,58.42,116.84
362,196,299,2,150.28,300.56
363,196,24,3,75.79,227.37
364,196,474,2,391.97,783.94
365,196,510,1,162.53,162.53
366,196,867,1,237.99,237.99
367,197,598,1,346.86,346.86
368,197,619,2,95.49,190.98
369,198,894,1,455.91,455.91
370,199,682,1,319.21,319.21
371,199,842,1,426.53,426.53
372,201,453,1,366.11,366.11
373,201,728,2,151.57,303.14
374,202,214,1,245.92,245.92
375,203,141,1,46.81,46.81
376,204,662,1,234.67,234.67
377,205,692,1,490.57,490.57
378,206,577,1,79.32,79.32
379,207,958,1,475.69,475.69
380,208,982,2,101.05,202.1
381,209,872,1,261.35,261.35
382,210,226,1,106.84,106.84
383,210,743,1,49.48,49.48
384,211,207,1,58.95,58.95
385,211,602,2,451.89,903.78
386,211,400,1,252.73,252.73
387,212,432,1,227.24,227.24
388,212,155,1,204.55,204.55
389,213,271,1,419.21,419.21
390,213,599,1,128.24,128.24
391,214,151,1,292.51,292.51
392,215,932,2,462.82,925.64
393,215,136,3,370.77,1112.31
394,215,252,3,332.81,998.43
395,216,216,1,328.44,328.44
396,216,915,3,294.68,884.04
397,216,366,2,98.2,196.4
398,217,685,1,319.98,319.98
399,217,971,1,453.43,453.43
400,219,62,2,367.19,734.38
401,219,705,1,241.66,241.66
402,219,719,1,367.18,367.18
403,219,685,1,22.44,22.44
404,220,250,1,300.23,300.23
405,221,788,1,14.55,14.55
406,222,977,2,49.29,98.58
407,223,433,1,352.44,352.44
408,223,353,2,326.06,652.12
409,223,260,1,393.09,393.09
410,224,453,1,157.72,157.72
411,224,726,1,337.89,337.89
412,224,639,1,280.67,280.67
413,225,495,3,172.55,517.65
414,226,866,1,55.63,55.63
415,226,447,1,63.23,63.23
416,227,372,2,437.67,875.34
417,227,592,1,130.48,130.48
418,228,441,1,90.74,90.74
419,228,215,1,491.82,491.82
420,228,886,1,374.1,374.1
421,228,613,1,284.79,284.79
422,229,217,1,107.56,107.56
423,230,397,1,278.86,278.86
424,231,906,2,354.89,709.78
425,232,312,1,270.32,270.32
426,232,454,1,51.88,51.88
427,232,414,3,150.5,451.5
428,233,42,1,281.58,281.58
429,233,770,1,164.93,164.93
430,233,443,1,449.73,449.73
431,235,215,1,427.2,427.2
432,236,306,1,365.66,365.66
433,236,231,1,343.84,343.84
434,237,35,1,440.0,440.0
435,238,135,1,287.99,287.99
436,238,446,1,418.79,418.79
437,239,308,4,470.6,1882.4
438,239,141,1,423.95,423.95
439,239,526,3,269.56,808.68
440,239,299,1,32.02,32.02
441,240,269,1,212.66,212.66
442,241,636,1,257.27,257.27
443,241,107,1,51.16,51.16
444,242,637,1,42.28,42.28
445,243,233,1,94.99,94.99
446,243,81,1,123.34,123.34
447,244,522,1,385.19,385.19
448,244,558,1,330.76,330.76
449,244,978,3,264.69,794.07
450,244,40,1,277.32,277.32
451,245,343,1,71.74,71.74
452,245,836,1,50.3,50.3
453,246,704,1,312.93,312.93
454,246,510,1,79.74,79.74
455,246,974,1,267.53,267.53
456,247,128,2,371.48,742.96
457,247,178,1,345.19,345.19
458,248,288,1,442.29,442.29
459,249,615,1,236.12,236.12
460,249,179,2,311.51,623.02
461,250,173,1,364.0,364.0
462,250,821,1,79.66,79.66
463,251,968,1,149.95,149.95
464,251,711,1,409.61,409.61
465,253,878,2,33.17,66.34
466,253,36,1,212.57,212.57
467,254,175,1,269.66,269.66
468,254,200,3,106.51,319.53
469,254,355,1,480.44,480.44
470,254,345,1,292.4,292.4
471,255,321,1,424.19,424.19
472,257,388,1,63.98,63.98
473,257,840,1,54.84,54.84
474,258,347,1,202.35,202.35
475,259,519,1,421.16,421.16
476,260,473,1,43.95,43.95
477,260,665,1,149.93,149.93
478,261,339,1,466.62,466.62
479,262,897,1,158.04,158.04
480,262,298,1,240.96,240.96
481,262,448,1,92.52,92.52
482,263,264,2,30.5,61.0
483,263,871,1,244.55,244.55
484,263,999,1,35.27,35.27
485,264,798,1,251.86,251.86
486,265,497,3,234.11,702.33
487,265,586,1,214.59,214.59
488,265,132,1,231.53,231.53
489,266,146,1,137.18,137.18
490,266,283,1,338.11,338.11
491,266,679,1,196.06,196.06
492,267,601,1,182.2,182.2
493,267,990,1,53.33,53.33
494,267,686,2,263.48,526.96
495,268,580,3,53.37,160.11
496,268,938,1,102.89,102.89
497,269,299,2,316.76,633.52
498,270,95,1,403.9,403.9
499,270,337,1,399.34,399.34
500,271,295,3,392.41,1177.23
501,272,640,1,178.44,178.44
502,272,302,1,57.07,57.07
503,272,92,1,430.05,430.05
504,272,366,1,39.1,39.1
505,273,168,1,164.37,164.37
506,274,953,1,283.5,283.5
507,274,263,1,227.0,227.0
508,276,624,2,230.52,461.04
509,277,546,2,265.83,531.66
510,277,223,2,185.29,370.58
511,278,983,2,94.21,188.42
512,279,840,1,280.61,280.61
513,280,898,1,212.9,212.9
514,280,986,1,101.87,101.87
515,281,560,1,242.76,242.76
516,282,566,1,420.24,420.24
517,283,560,1,58.72,58.72
518,284,317,1,454.58,454.58
519,285,513,1,108.6,108.6
520,285,782,1,87.75,87.75
521,285,327,1,356.5,356.5
522,286,342,1,146.31,146.31
523,287,56,1,79.43,79.43
524,287,794,1,309.19,309.19
525,287,731,1,393.53,393.53
526,287,477,1,323.33,323.33
527,288,868,3,163.25,489.75
528,289,72,1,345.78,345.78
529,289,610,2,285.22,570.44
530,289,917,1,184.48,184.48
531,290,242,1,103.14,103.14
532,291,471,2,251.29,502.58
533,292,339,1,337.11,337.11
534,292,455,1,355.07,355.07
535,292,43,1,309.67,309.67
536,293,549,1,259.61,259.61
537,293,473,1,310.78,310.78
538,293,977,3,486.51,1459.53
539,294,739,2,437.48,874.96
540,294,232,1,381.3,381.3
541,294,751,3,439.51,1318.53
542,295,402,2,395.8,791.6
543,295,768,1,48.77,48.77
544,296,991,1,475.96,475.96
545,296,931,1,91.62,91.62
546,297,408,1,281.02,281.02
547,297,428,2,247.9,495.8
548,298,427,1,146.33,146.33
549,299,961,2,64.73,129.46
550,299,220,1,468.65,468.65
551,299,60,1,334.45,334.45
552,299,667,1,488.66,488.66
553,299,237,1,26.58,26.58
554,300,368,1,299.44,299.44
555,301,230,1,138.8,138.8
556,301,823,1,65.51,65.51
557,302,719,1,143.78,143.78
558,302,160,1,310.04,310.04
559,302,883,1,113.03,113.03
560,302,484,1,323.66,323.66
561,302,690,1,47.71,47.71
562,303,304,2,292.12,584.24
563,304,994,1,498.88,498.88
564,304,265,3,499.0,1497.0
565,304,712,1,449.4,449.4
566,305,454,3,91.06,273.18
567,306,986,3,269.91,809.73
568,306,850,1,364.68,364.68
569,306,213,2,454.31,908.62
570,307,554,1,131.35,131.35
571,308,127,2,267.35,534.7
572,309,129,1,457.23,457.23
573,309,78,1,144.22,144.22
574,309,580,1,140.87,140.87
575,310,867,2,414.07,828.14
576,311,342,1,114.32,114.32
577,311,539,1,412.65,412.65
578,312,925,1,163.8,163.8
579,312,476,1,318.1,318.1
580,312,635,2,246.41,492.82
581,313,733,3,44.67,134.01
582,313,627,1,402.47,402.47
583,313,129,1,16.31,16.31
584,313,793,2,446.86,893.72
585,313,839,1,287.31,287.31
586,314,438,1,326.76,326.76
587,314,793,1,31.78,31.78
588,315,194,1,264.26,264.26
589,316,633,1,472.44,472.44
590,317,907,2,490.45,980.9
591,317,171,1,412.01,412.01
592,317,322,1,273.08,273.08
593,318,972,1,492.95,492.95
594,318,646,1,149.76,149.76
595,319,337,1,341.59,341.59
596,320,846,2,375.61,751.22
597,320,591,1,62.59,62.59
598,320,647,4,142.84,571.36
599,321,589,1,109.75,109.75
600,322,966,1,104.26,104.26
601,322,287,1,118.0,118.0
602,323,68,3,178.7,536.1
603,323,12,1,434.76,434.76
604,324,751,2,348.9,697.8
605,324,521,1,286.56,286.56
606,325,53,2,496.12,992.24
607,326,293,1,493.69,493.69
608,327,675,1,335.54,335.54
609,328,409,1,243.16,243.16
610,329,378,1,304.96,304.96
611,329,816,1,53.34,53.34
612,329,369,1,280.27,280.27
613,330,479,2,146.17,292.34
614,330,685,1,256.3,256.3
615,331,709,1,260.77,260.77
616,332,882,2,24.15,48.3
617,333,922,1,309.1,309.1
618,333,323,1,47.88,47.88
619,334,730,1,123.45,123.45
620,335,898,1,100.65,100.65
621,335,621,1,472.71,472.71
622,335,466,1,448.98,448.98
623,335,272,2,67.98,135.96
624,336,370,1,447.08,447.08
625,336,489,1,300.31,300.31
626,338,465,1,303.66,303.66
627,338,270,1,178.64,178.64
628,338,685,1,408.65,408.65
629,338,913,2,241.25,482.5
630,339,537,2,216.53,433.06
631,339,918,1,490.98,490.98
632,340,86,3,118.9,356.7
633,340,964,1,205.15,205.15
634,341,260,1,82.39,82.39
635,341,73,2,312.49,624.98
636,341,531,1,461.48,461.48
637,341,629,2,474.13,948.26
638,342,121,2,245.16,490.32
639,342,90,1,13.8,13.8
640,343,439,1,295.98,295.98
641,344,466,2,282.22,564.44
642,344,626,1,182.81,182.81
643,345,277,2,384.92,769.84
644,346,932,1,276.02,276.02
645,347,638,1,89.89,89.89
646,347,141,1,72.22,72.22
647,347,431,1,325.77,325.77
648,347,755,1,483.67,483.67
649,348,255,2,495.91,991.82
650,349,21,1,99.57,99.57
651,350,612,1,71.65,71.65
652,350,675,1,245.42,245.42
653,351,710,1,64.69,64.69
654,351,660,1,70.3,70.3
655,352,879,1,382.74,382.74
656,353,961,1,358.69,358.69
657,353,67,1,371.22,371.22
658,354,71,1,224.32,224.32
659,354,363,1,422.56,422.56
660,355,656,1,321.71,321.71
661,355,430,2,270.34,540.68
662,355,479,2,446.88,893.76
663,356,797,2,334.68,669.36
664,356,786,2,111.42,222.84
665,357,638,1,398.51,398.51
666,357,371,1,36.06,36.06
667,357,137,2,64.72,129.44
668,358,422,1,16.84,16.84
669,358,985,1,122.18,122.18
670,359,64,1,68.74,68.74
671,360,795,2,257.76,515.52
672,361,676,1,439.16,439.16
673,362,390,2,205.98,411.96
674,362,883,1,214.2,214.2
675,362,451,2,138.38,276.76
676,362,240,1,136.85,136.85
677,362,337,1,233.88,233.88
678,363,176,1,319.75,319.75
679,364,888,1,46.03,46.03
680,364,678,1,307.21,307.21
681,364,126,1,316.09,316.09
682,365,121,1,29.56,29.56
683,365,452,1,49.38,49.38
684,366,907,1,159.39,159.39
685,366,356,1,438.73,438.73
686,367,767,1,196.56,196.56
687,367,1,3,386.19,1158.57
688,368,917,1,260.54,260.54
689,369,592,1,307.1,307.1
690,370,21,1,265.29,265.29
691,371,439,2,329.91,659.82
692,372,232,1,257.35,257.35
693,372,385,2,352.32,704.64
694,373,572,1,325.21,325.21
695,373,580,1,303.04,303.04
696,373,815,1,176.37,176.37
697,374,773,3,204.23,612.69
698,375,374,1,281.2,281.2
699,376,986,1,169.28,169.28
700,376,473,1,468.31,468.31
701,376,495,3,440.17,1320.51
702,377,885,2,272.25,544.5
703,377,210,1,412.7,412.7
704,377,119,1,430.96,430.96
705,377,268,1,497.1,497.1
706,378,575,1,351.26,351.26
707,378,466,2,390.24,780.48
708,378,992,1,131.08,131.08
709,379,446,1,444.06,444.06
710,380,271,1,131.9,131.9
711,381,76,1,119.23,119.23
712,382,415,1,83.56,83.56
713,383,969,1,359.45,359.45
714,383,300,1,252.43,252.43
715,383,747,1,192.16,192.16
716,383,963,1,497.84,497.84
717,384,743,1,451.84,451.84
718,385,966,2,159.57,319.14
719,386,425,2,323.5,647.0
720,387,662,1,137.45,137.45
721,388,440,1,43.54,43.54
722,390,696,4,91.73,366.92
723,391,957,1,127.5,127.5
724,391,903,2,266.84,533.68
725,391,367,1,406.03,406.03
726,392,641,1,443.77,443.77
727,392,849,2,445.12,890.24
728,392,413,3,138.21,414.63
729,393,917,1,337.32,337.32
730,393,908,1,47.89,47.89
731,393,523,3,353.71,1061.13
732,394,430,1,82.6,82.6
733,394,89,1,228.41,228.41
734,394,936,1,129.14,129.14
735,394,334,1,23.26,23.26
736,395,23,1,475.36,475.36
737,395,791,1,291.56,291.56
738,395,210,3,66.96,200.88
739,396,656,2,309.63,619.26
740,396,691,1,486.34,486.34
741,397,66,1,385.43,385.43
742,397,183,2,271.1,542.2
743,398,412,1,145.69,145.69
744,398,690,2,258.93,517.86
745,399,61,1,57.23,57.23
746,399,267,1,335.19,335.19
747,399,922,1,337.89,337.89
748,399,813,1,14.93,14.93
749,400,538,1,340.84,340.84
750,401,512,1,239.9,239.9
751,401,532,1,356.82,356.82
752,402,843,1,378.92,378.92
753,403,320,1,361.93,361.93
754,404,950,1,434.13,434.13
755,404,273,2,60.17,120.34
756,404,562,1,429.31,429.31
757,405,983,1,396.22,396.22
758,405,786,1,51.64,51.64
759,405,917,1,266.84,266.84
760,406,328,1,193.45,193.45
761,406,382,1,146.14,146.14
762,406,394,2,183.04,366.08
763,406,85,2,429.21,858.42
764,407,130,1,155.39,155.39
765,407,764,1,278.23,278.23
766,407,267,2,406.05,812.1
767,408,376,1,218.67,218.67
768,409,270,1,372.91,372.91
769,409,864,1,423.15,423.15
770,410,408,3,16.63,49.89
771,410,722,3,252.24,756.72
772,410,589,3,269.02,807.06
773,410,351,1,361.79,361.79
774,411,566,1,281.83,281.83
775,411,409,1,89.95,89.95
776,411,259,1,74.25,74.25
777,412,323,1,224.09,224.09
778,412,341,3,179.42,538.26
779,413,349,2,397.13,794.26
780,414,674,2,95.19,190.38
781,414,1000,2,68.09,136.18
782,414,765,1,325.19,325.19
783,415,769,1,167.64,167.64
784,415,234,1,180.92,180.92
785,415,901,1,246.1,246.1
786,415,824,1,148.69,148.69
787,416,50,3,66.03,198.09
788,416,686,1,247.81,247.81
789,417,355,3,426.9,1280.7
790,417,80,1,105.49,105.49
791,417,94,2,123.5,247.0
792,417,409,3,343.77,1031.31
793,418,771,1,345.1,345.1
794,419,382,1,96.58,96.58
795,419,59,1,175.35,175.35
796,420,876,3,481.92,1445.76
797,422,676,3,149.65,448.95
798,423,533,1,87.35,87.35
799,423,573,2,216.09,432.18
800,424,57,2,191.92,383.84
801,424,390,1,370.95,370.95
802,424,983,3,148.1,444.3
803,425,984,1,326.31,326.31
804,425,603,3,114.88,344.64
805,425,625,1,27.78,27.78
806,426,628,1,194.26,194.26
807,426,428,1,428.07,428.07
808,426,966,1,181.32,181.32
809,426,705,1,329.82,329.82
810,427,943,1,30.72,30.72
811,427,957,1,143.49,143.49
812,427,829,1,273.45,273.45
813,427,187,1,238.76,238.76
814,428,594,1,475.93,475.93
815,429,221,3,281.36,844.08
816,429,32,1,417.17,417.17
817,429,970,1,320.4,320.4
818,430,409,3,119.13,357.39
819,430,418,1,97.16,97.16
820,431,806,1,10.69,10.69
821,432,798,1,386.21,386.21
822,432,400,2,321.05,642.1
823,433,864,1,307.93,307.93
824,435,761,1,320.16,320.16
825,435,57,2,70.15,140.3
826,435,995,1,403.44,403.44
827,436,755,2,144.77,289.54
828,436,746,2,248.55,497.1
829,437,806,1,19.38,19.38
830,438,332,1,249.6,249.6
831,438,207,1,25.7,25.7
832,439,558,3,162.6,487.8
833,439,253,1,496.77,496.77
834,439,153,2,121.49,242.98
835,440,832,1,244.16,244.16
836,440,60,1,422.77,422.77
837,440,835,1,43.5,43.5
838,441,268,2,231.36,462.72
839,441,948,3,318.38,955.14
840,442,609,1,212.17,212.17
841,442,272,3,282.72,848.16
842,442,941,1,124.21,124.21
843,443,422,2,254.01,508.02
844,444,255,1,40.93,40.93
845,444,274,2,241.38,482.76
846,444,356,1,187.0,187.0
847,444,764,1,148.78,148.78
848,445,271,2,356.99,713.98
849,447,73,1,405.1,405.1
850,447,659,1,197.03,197.03
851,447,573,1,39.67,39.67
852,448,732,3,62.32,186.96
853,449,303,3,489.03,1467.09
854,449,619,1,169.21,169.21
855,450,453,1,379.05,379.05
856,451,74,3,321.23,963.69
857,452,806,2,278.02,556.04
858,452,943,1,100.29,100.29
859,452,369,2,224.57,449.14
860,452,895,1,493.35,493.35
861,453,130,2,130.92,261.84
862,453,815,3,58.03,174.09
863,454,864,1,323.57,323.57
864,455,493,2,396.3,792.6
865,457,943,2,31.0,62.0
866,458,857,3,476.08,1428.24
867,459,576,1,37.51,37.51
868,460,129,1,36.42,36.42
869,460,887,1,470.7,470.7
