product_id,product_name,category,price,stock_quantity,stock_status
76,Product_Electronics_0076,Electronics,158.98,88,In Stock
77,Product_Clothing_0077,Clothing,197.25,145,In Stock
78,Product_Clothing_0078,Clothing,73.27,257,In Stock
79,Product_Home & Garden_0079,Home & Garden,,86,In Stock
80,Product_Clothing_0080,Clothing,104.19,247,In Stock
81,Product_Books_0081,Books,47.83,135,In Stock
82,Product_Sports_0082,Sports,318.59,464,In Stock
83,Product_Clothing_0083,Clothing,96.23,169,In Stock
84,Product_Home & Garden_0084,Home & Garden,406.46,409,In Stock
85,Product_Home & Garden_0085,Home & Garden,425.66,73,In Stock
86,Product_Toys_0086,Toys,23.69,253,In Stock
87,Product_Electronics_0087,Electronics,341.7,97,In Stock
88,Product_Home & Garden_0088,Home & Garden,78.56,91,In Stock
89,Product_Beauty_0089,Beauty,18.12,323,In Stock
90,Product_Clothing_0090,Clothing,71.71,379,In Stock
91,Product_Toys_0091,Toys,137.2,258,In Stock
92,Product_Toys_0092,Toys,194.74,134,In Stock
93,Product_Home & Garden_0093,Home & Garden,128.64,252,In Stock
94,Product_Electronics_0094,Electronics,484.69,46,Medium Stock
95,Product_Sports_0095,Sports,40.17,193,In Stock
96,Product_Electronics_0096,Electronics,1235.88,76,In Stock
97,Product_Books_0097,Books,36.61,356,In Stock
98,Product_Clothing_0098,Clothing,245.66,337,In Stock
99,Product_Books_0099,Books,14.22,375,In Stock
100,Product_Beauty_0100,Beauty,143.66,467,In Stock
101,Product_Electronics_0101,Electronics,813.14,44,Medium Stock
102,Product_Home & Garden_0102,Home & Garden,86.04,314,In Stock
103,Product_Beauty_0103,Beauty,53.36,56,In Stock
104,Product_Beauty_0104,Beauty,105.58,176,In Stock
105,Product_Books_0105,Books,17.69,104,In Stock
106,Product_Clothing_0106,Clothing,33.26,77,In Stock
107,Product_Clothing_0107,Clothing,116.72,283,In Stock
108,Product_Beauty_0108,Beauty,64.46,52,In Stock
109,Product_Sports_0109,Sports,189.79,277,In Stock
110,Product_Beauty_0110,Beauty,146.8,441,In Stock
111,Product_Clothing_0111,Clothing,261.46,384,In Stock
112,Product_Books_0112,Books,42.69,343,In Stock
113,Product_Sports_0113,Sports,183.98,354,In Stock
114,Product_Clothing_0114,Clothing,39.61,153,In Stock
115,Product_Books_0115,Books,49.61,68,In Stock
116,Product_Sports_0116,Sports,147.75,102,In Stock
117,Product_Beauty_0117,Beauty,118.81,87,In Stock
118,Product_Clothing_0118,Clothing,24.01,343,In Stock
119,Product_Electronics_0119,Electronics,1760.75,64,In Stock
120,Product_Beauty_0120,Beauty,54.85,68,In Stock
121,Product_Clothing_0121,Clothing,242.0,62,In Stock
122,Product_Toys_0122,Toys,158.04,97,In Stock
123,Product_Books_0123,Books,19.71,200,In Stock
124,Product_Home & Garden_0124,Home & Garden,128.25,464,In Stock
125,Product_Beauty_0125,Beauty,67.24,484,In Stock
126,Product_Beauty_0126,Beauty,66.52,279,In Stock
127,Product_Beauty_0127,Beauty,60.0,168,In Stock
128,Product_Home & Garden_0128,Home & Garden,313.51,388,In Stock
129,Product_Electronics_0129,Electronics,1899.0,94,In Stock
130,Product_Books_0130,Books,30.31,258,In Stock
131,Product_Beauty_0131,Beauty,131.88,225,In Stock
132,Product_Home & Garden_0132,Home & Garden,464.72,132,In Stock
133,Product_Electronics_0133,Electronics,270.79,23,Medium Stock
134,Product_Books_0134,Books,24.16,398,In Stock
135,Product_Home & Garden_0135,Home & Garden,174.12,158,In Stock
136,Product_Home & Garden_0136,Home & Garden,413.98,234,In Stock
137,Product_Books_0137,Books,49.89,50,In Stock
138,Product_Beauty_0138,Beauty,51.94,437,In Stock
139,Product_Clothing_0139,Clothing,114.05,366,In Stock
140,Product_Beauty_0140,Beauty,18.68,349,In Stock
141,Product_Clothing_0141,Clothing,273.38,246,In Stock
142,Product_Books_0142,Books,19.07,228,In Stock
143,Product_Clothing_0143,Clothing,261.53,247,In Stock
144,Product_Toys_0144,Toys,58.66,428,In Stock
145,Product_Home & Garden_0145,Home & Garden,419.78,381,In Stock
146,Product_Beauty_0146,Beauty,124.88,170,In Stock
147,Product_Home & Garden_0147,Home & Garden,457.1,282,In Stock
148,Product_Clothing_0148,Clothing,63.87,340,In Stock
149,Product_Sports_0149,Sports,227.26,440,In Stock
150,Product_Beauty_0150,Beauty,25.96,129,In Stock
151,Product_Beauty_0151,Beauty,54.59,303,In Stock
152,Product_Sports_0152,Sports,40.05,127,In Stock
153,Product_Books_0153,Books,38.69,150,In Stock
154,Product_Clothing_0154,Clothing,80.31,465,In Stock
155,Product_Books_0155,Books,43.33,228,In Stock
156,Product_Clothing_0156,Clothing,90.69,242,In Stock
157,Product_Clothing_0157,Clothing,285.76,388,In Stock
158,Product_Clothing_0158,Clothing,21.01,368,In Stock
159,Product_Beauty_0159,Beauty,109.4,295,In Stock
160,Product_Electronics_0160,Electronics,1970.56,59,In Stock
161,Product_Books_0161,Books,30.03,389,In Stock
162,Product_Home & Garden_0162,Home & Garden,450.86,409,In Stock
163,Product_Clothing_0163,Clothing,100.02,173,In Stock
164,Product_Electronics_0164,Electronics,1530.28,35,Medium Stock
165,Product_Books_0165,Books,34.36,441,In Stock
166,Product_Clothing_0166,Clothing,202.33,361,In Stock
167,Product_Sports_0167,Sports,159.21,67,In Stock
168,Product_Beauty_0168,Beauty,62.09,237,In Stock
169,Product_Sports_0169,Sports,37.65,378,In Stock
170,Product_Books_0170,Books,48.78,496,In Stock
171,Product_Toys_0171,Toys,63.53,213,In Stock
172,Product_Home & Garden_0172,Home & Garden,45.54,114,In Stock
173,Product_Beauty_0173,Beauty,91.76,417,In Stock
174,Product_Home & Garden_0174,Home & Garden,69.69,119,In Stock
175,Product_Toys_0175,Toys,110.74,251,In Stock
176,Product_Clothing_0176,Clothing,118.06,350,In Stock
177,Product_Clothing_0177,Clothing,188.51,146,In Stock
178,Product_Toys_0178,Toys,172.77,239,In Stock
179,Product_Home & Garden_0179,Home & Garden,415.85,251,In Stock
180,Product_Home & Garden_0180,Home & Garden,137.37,156,In Stock
181,Product_Toys_0181,Toys,67.74,323,In Stock
182,Product_Clothing_0182,Clothing,297.11,279,In Stock
183,Product_Electronics_0183,Electronics,1533.04,47,Medium Stock
184,Product_Toys_0184,Toys,107.24,371,In Stock
185,Product_Electronics_0185,Electronics,781.36,56,In Stock
186,Product_Electronics_0186,Electronics,861.57,39,Medium Stock
187,Product_Beauty_0187,Beauty,74.23,171,In Stock
188,Product_Home & Garden_0188,Home & Garden,285.04,117,In Stock
189,Product_Books_0189,Books,44.25,480,In Stock
190,Product_Clothing_0190,Clothing,250.07,420,In Stock
191,Product_Books_0191,Books,22.02,252,In Stock
192,Product_Clothing_0192,Clothing,121.12,432,In Stock
193,Product_Books_0193,Books,19.23,127,In Stock
194,Product_Toys_0194,Toys,119.23,114,In Stock
195,Product_Toys_0195,Toys,18.82,486,In Stock
196,Product_Clothing_0196,Clothing,26.39,218,In Stock
197,Product_Clothing_0197,Clothing,261.36,138,In Stock
198,Product_Electronics_0198,Electronics,,16,Low Stock
199,Product_Electronics_0199,Electronics,862.84,95,In Stock
200,Product_Beauty_0200,Beauty,99.11,457,In Stock
201,Product_Sports_0201,Sports,155.91,391,In Stock
202,Product_Toys_0202,Toys,144.76,78,In Stock
203,Product_Home & Garden_0203,Home & Garden,221.84,217,In Stock
204,Product_Toys_0204,Toys,119.52,262,In Stock
205,Product_Sports_0205,Sports,181.39,349,In Stock
206,Product_Clothing_0206,Clothing,222.6,337,In Stock
207,Product_Books_0207,Books,30.05,179,In Stock
208,Product_Books_0208,Books,18.33,432,In Stock
209,Product_Beauty_0209,Beauty,143.0,313,In Stock
210,Product_Toys_0210,Toys,71.07,94,In Stock
211,Product_Home & Garden_0211,Home & Garden,407.08,50,In Stock
212,Product_Books_0212,Books,31.92,428,In Stock
213,Product_Toys_0213,Toys,111.84,121,In Stock
214,Product_Home & Garden_0214,Home & Garden,35.38,148,In Stock
215,Product_Electronics_0215,Electronics,64.47,48,Medium Stock
216,Product_Toys_0216,Toys,87.59,242,In Stock
217,Product_Home & Garden_0217,Home & Garden,425.01,369,In Stock
218,Product_Books_0218,Books,34.38,398,In Stock
219,Product_Clothing_0219,Clothing,253.49,412,In Stock
220,Product_Electronics_0220,Electronics,153.64,61,In Stock
221,Product_Electronics_0221,Electronics,572.09,35,Medium Stock
222,Product_Clothing_0222,Clothing,207.74,161,In Stock
223,Product_Clothing_0223,Clothing,209.46,185,In Stock
224,Product_Electronics_0224,Electronics,337.04,77,In Stock
225,Product_Home & Garden_0225,Home & Garden,462.12,396,In Stock
226,Product_Beauty_0226,Beauty,145.78,288,In Stock
227,Product_Sports_0227,Sports,278.43,175,In Stock
228,Product_Books_0228,Books,34.91,261,In Stock
229,Product_Electronics_0229,Electronics,1110.29,56,In Stock
230,Product_Home & Garden_0230,Home & Garden,229.63,421,In Stock
231,Product_Home & Garden_0231,Home & Garden,77.27,360,In Stock
232,Product_Clothing_0232,Clothing,37.77,86,In Stock
233,Product_Toys_0233,Toys,32.52,321,In Stock
234,Product_Clothing_0234,Clothing,269.56,499,In Stock
235,Product_Home & Garden_0235,Home & Garden,80.78,260,In Stock
236,Product_Home & Garden_0236,Home & Garden,71.2,91,In Stock
237,Product_Clothing_0237,Clothing,34.57,253,In Stock
238,Product_Home & Garden_0238,Home & Garden,406.22,112,In Stock
239,Product_Books_0239,Books,34.25,82,In Stock
240,Product_Clothing_0240,Clothing,116.29,371,In Stock
241,Product_Beauty_0241,Beauty,26.86,164,In Stock
242,Product_Beauty_0242,Beauty,80.3,129,In Stock
243,Product_Beauty_0243,Beauty,57.93,184,In Stock
244,Product_Clothing_0244,Clothing,230.45,403,In Stock
245,Product_Beauty_0245,Beauty,46.0,361,In Stock
246,Product_Toys_0246,Toys,26.05,309,In Stock
247,Product_Electronics_0247,Electronics,1211.23,90,In Stock
248,Product_Sports_0248,Sports,385.33,83,In Stock
249,Product_Home & Garden_0249,Home & Garden,27.27,286,In Stock
250,Product_Books_0250,Books,21.59,57,In Stock
251,Product_Home & Garden_0251,Home & Garden,251.91,125,In Stock
252,Product_Electronics_0252,Electronics,997.66,83,In Stock
253,Product_Home & Garden_0253,Home & Garden,360.58,415,In Stock
254,Product_Books_0254,Books,17.41,166,In Stock
255,Product_Clothing_0255,Clothing,90.28,225,In Stock
256,Product_Electronics_0256,Electronics,1331.57,78,In Stock
257,Product_Toys_0257,Toys,133.9,375,In Stock
258,Product_Books_0258,Books,26.4,462,In Stock
259,Product_Clothing_0259,Clothing,275.1,102,In Stock
260,Product_Toys_0260,Toys,104.39,358,In Stock
261,Product_Clothing_0261,Clothing,235.63,348,In Stock
262,Product_Electronics_0262,Electronics,1542.9,89,In Stock
263,Product_Beauty_0263,Beauty,31.86,482,In Stock
264,Product_Toys_0264,Toys,197.25,145,In Stock
265,Product_Toys_0265,Toys,104.25,364,In Stock
266,Product_Clothing_0266,Clothing,182.96,181,In Stock
267,Product_Home & Garden_0267,Home & Garden,114.89,400,In Stock
268,Product_Home & Garden_0268,Home & Garden,336.99,439,In Stock
269,Product_Electronics_0269,Electronics,700.17,90,In Stock
270,Product_Electronics_0270,Electronics,1511.52,100,In Stock
271,Product_Books_0271,Books,12.51,272,In Stock
272,Product_Toys_0272,Toys,14.3,496,In Stock
273,Product_Books_0273,Books,41.05,109,In Stock
274,Product_Beauty_0274,Beauty,19.63,450,In Stock
275,Product_Toys_0275,Toys,184.51,163,In Stock
276,Product_Books_0276,Books,29.28,181,In Stock
277,Product_Electronics_0277,Electronics,1145.81,100,In Stock
278,Product_Home & Garden_0278,Home & Garden,389.81,214,In Stock
279,Product_Home & Garden_0279,Home & Garden,346.54,295,In Stock
280,Product_Electronics_0280,Electronics,309.26,52,In Stock
281,Product_Electronics_0281,Electronics,138.77,54,In Stock
282,Product_Books_0282,Books,41.76,387,In Stock
283,Product_Books_0283,Books,33.0,78,In Stock
284,Product_Sports_0284,Sports,152.37,248,In Stock
285,Product_Clothing_0285,Clothing,108.0,135,In Stock
286,Product_Sports_0286,Sports,85.62,321,In Stock
287,Product_Electronics_0287,Electronics,1212.58,88,In Stock
288,Product_Toys_0288,Toys,125.79,232,In Stock
289,Product_Beauty_0289,Beauty,105.83,402,In Stock
290,Product_Home & Garden_0290,Home & Garden,363.42,415,In Stock
291,Product_Beauty_0291,Beauty,45.34,249,In Stock
292,Product_Clothing_0292,Clothing,82.64,289,In Stock
293,Product_Home & Garden_0293,Home & Garden,444.26,261,In Stock
294,Product_Clothing_0294,Clothing,124.85,420,In Stock
295,Product_Beauty_0295,Beauty,84.58,252,In Stock
296,Product_Books_0296,Books,44.43,160,In Stock
297,Product_Home & Garden_0297,Home & Garden,345.56,215,In Stock
298,Product_Electronics_0298,Electronics,398.33,19,Low Stock
299,Product_Home & Garden_0299,Home & Garden,255.0,53,In Stock
300,Product_Toys_0300,Toys,194.42,213,In Stock
301,Product_Beauty_0301,Beauty,57.61,367,In Stock
302,Product_Toys_0302,Toys,140.97,300,In Stock
303,Product_Home & Garden_0303,Home & Garden,355.31,166,In Stock
304,Product_Electronics_0304,Electronics,335.0,83,In Stock
305,Product_Beauty_0305,Beauty,102.15,475,In Stock
306,Product_Clothing_0306,Clothing,160.19,300,In Stock
307,Product_Toys_0307,Toys,130.0,211,In Stock
308,Product_Home & Garden_0308,Home & Garden,73.36,84,In Stock
309,Product_Clothing_0309,Clothing,293.94,379,In Stock
310,Product_Home & Garden_0310,Home & Garden,243.84,180,In Stock
311,Product_Home & Garden_0311,Home & Garden,443.79,187,In Stock
312,Product_Books_0312,Books,37.75,87,In Stock
313,Product_Home & Garden_0313,Home & Garden,29.11,395,In Stock
314,Product_Toys_0314,Toys,190.33,250,In Stock
315,Product_Toys_0315,Toys,189.3,283,In Stock
316,Product_Beauty_0316,Beauty,107.42,413,In Stock
317,Product_Beauty_0317,Beauty,96.07,125,In Stock
318,Product_Electronics_0318,Electronics,812.88,60,In Stock
319,Product_Toys_0319,Toys,76.72,287,In Stock
320,Product_Beauty_0320,Beauty,27.58,103,In Stock
321,Product_Clothing_0321,Clothing,118.27,236,In Stock
322,Product_Electronics_0322,Electronics,282.23,47,Medium Stock
323,Product_Electronics_0323,Electronics,1683.74,30,Medium Stock
324,Product_Electronics_0324,Electronics,632.47,13,Low Stock
325,Product_Electronics_0325,Electronics,1406.47,79,In Stock
326,Product_Books_0326,Books,35.8,253,In Stock
327,Product_Clothing_0327,Clothing,78.31,66,In Stock
328,Product_Sports_0328,Sports,329.17,310,In Stock
329,Product_Electronics_0329,Electronics,999.32,83,In Stock
330,Product_Clothing_0330,Clothing,67.07,371,In Stock
331,Product_Sports_0331,Sports,226.79,376,In Stock
332,Product_Clothing_0332,Clothing,106.8,311,In Stock
333,Product_Toys_0333,Toys,171.25,479,In Stock
334,Product_Beauty_0334,Beauty,77.1,459,In Stock
335,Product_Books_0335,Books,25.07,291,In Stock
336,Product_Electronics_0336,Electronics,832.09,76,In Stock
337,Product_Books_0337,Books,21.49,92,In Stock
338,Product_Beauty_0338,Beauty,35.4,275,In Stock
339,Product_Clothing_0339,Clothing,54.97,268,In Stock
340,Product_Home & Garden_0340,Home & Garden,34.24,440,In Stock
341,Product_Clothing_0341,Clothing,132.21,328,In Stock
342,Product_Home & Garden_0342,Home & Garden,,144,In Stock
343,Product_Clothing_0343,Clothing,,118,In Stock
344,Product_Home & Garden_0344,Home & Garden,168.35,365,In Stock
345,Product_Beauty_0345,Beauty,88.66,61,In Stock
346,Product_Clothing_0346,Clothing,285.25,120,In Stock
347,Product_Beauty_0347,Beauty,147.65,179,In Stock
348,Product_Sports_0348,Sports,166.83,85,In Stock
349,Product_Clothing_0349,Clothing,205.73,416,In Stock
350,Product_Toys_0350,Toys,129.08,363,In Stock
351,Product_Beauty_0351,Beauty,59.43,440,In Stock
352,Product_Home & Garden_0352,Home & Garden,454.54,372,In Stock
353,Product_Sports_0353,Sports,393.03,83,In Stock
354,Product_Beauty_0354,Beauty,75.55,424,In Stock
355,Product_Books_0355,Books,46.02,230,In Stock
356,Product_Books_0356,Books,20.22,400,In Stock
357,Product_Home & Garden_0357,Home & Garden,265.41,59,In Stock
358,Product_Electronics_0358,Electronics,1500.34,20,Medium Stock
359,Product_Electronics_0359,Electronics,839.59,24,Medium Stock
360,Product_Beauty_0360,Beauty,78.12,402,In Stock
361,Product_Beauty_0361,Beauty,61.15,181,In Stock
362,Product_Toys_0362,Toys,49.8,115,In Stock
363,Product_Electronics_0363,Electronics,1751.23,32,Medium Stock
364,Product_Sports_0364,Sports,111.99,74,In Stock
365,Product_Toys_0365,Toys,105.43,264,In Stock
366,Product_Toys_0366,Toys,105.96,281,In Stock
367,Product_Home & Garden_0367,Home & Garden,232.83,173,In Stock
368,Product_Clothing_0368,Clothing,169.44,128,In Stock
369,Product_Home & Garden_0369,Home & Garden,32.82,320,In Stock
370,Product_Clothing_0370,Clothing,79.67,411,In Stock
371,Product_Beauty_0371,Beauty,95.85,392,In Stock
372,Product_Sports_0372,Sports,383.81,122,In Stock
373,Product_Books_0373,Books,49.3,377,In Stock
374,Product_Clothing_0374,Clothing,72.15,283,In Stock
375,Product_Home & Garden_0375,Home & Garden,243.34,154,In Stock
376,Product_Toys_0376,Toys,116.39,272,In Stock
377,Product_Clothing_0377,Clothing,227.94,122,In Stock
378,Product_Home & Garden_0378,Home & Garden,93.63,336,In Stock
379,Product_Books_0379,Books,46.46,360,In Stock
380,Product_Beauty_0380,Beauty,94.22,262,In Stock
381,Product_Clothing_0381,Clothing,44.35,163,In Stock
382,Product_Home & Garden_0382,Home & Garden,379.76,480,In Stock
383,Product_Clothing_0383,Clothing,85.93,268,In Stock
384,Product_Toys_0384,Toys,166.1,478,In Stock
385,Product_Books_0385,Books,15.47,422,In Stock
386,Product_Electronics_0386,Electronics,251.28,11,Low Stock
387,Product_Books_0387,Books,,489,In Stock
388,Product_Beauty_0388,Beauty,149.05,241,In Stock
389,Product_Clothing_0389,Clothing,147.03,179,In Stock
390,Product_Sports_0390,Sports,376.43,59,In Stock
391,Product_Toys_0391,Toys,20.94,273,In Stock
392,Product_Electronics_0392,Electronics,1521.46,84,In Stock
393,Product_Sports_0393,Sports,74.96,65,In Stock
394,Product_Home & Garden_0394,Home & Garden,393.7,197,In Stock
395,Product_Clothing_0395,Clothing,263.96,426,In Stock
396,Product_Electronics_0396,Electronics,1575.28,13,Low Stock
397,Product_Books_0397,Books,22.61,423,In Stock
398,Product_Sports_0398,Sports,318.39,300,In Stock
399,Product_Toys_0399,Toys,79.88,123,In Stock
400,Product_Sports_0400,Sports,250.98,261,In Stock
401,Product_Home & Garden_0401,Home & Garden,446.85,137,In Stock
402,Product_Electronics_0402,Electronics,600.12,85,In Stock
403,Product_Books_0403,Books,17.13,99,In Stock
404,Product_Toys_0404,Toys,133.04,53,In Stock
405,Product_Home & Garden_0405,Home & Garden,410.13,59,In Stock
406,Product_Home & Garden_0406,Home & Garden,285.95,462,In Stock
407,Product_Electronics_0407,Electronics,763.12,83,In Stock
408,Product_Electronics_0408,Electronics,1394.89,63,In Stock
409,Product_Home & Garden_0409,Home & Garden,161.35,418,In Stock
410,Product_Home & Garden_0410,Home & Garden,116.67,112,In Stock
411,Product_Toys_0411,Toys,20.25,133,In Stock
412,Product_Beauty_0412,Beauty,84.03,240,In Stock
413,Product_Books_0413,Books,22.1,175,In Stock
414,Product_Toys_0414,Toys,63.55,118,In Stock
415,Product_Books_0415,Books,49.74,332,In Stock
416,Product_Beauty_0416,Beauty,87.4,216,In Stock
417,Product_Toys_0417,Toys,143.26,330,In Stock
418,Product_Clothing_0418,Clothing,133.57,283,In Stock
419,Product_Clothing_0419,Clothing,116.32,375,In Stock
420,Product_Sports_0420,Sports,244.1,229,In Stock
421,Product_Electronics_0421,Electronics,1761.02,17,Low Stock
422,Product_Clothing_0422,Clothing,299.18,485,In Stock
423,Product_Toys_0423,Toys,188.7,304,In Stock
424,Product_Beauty_0424,Beauty,44.78,139,In Stock
425,Product_Books_0425,Books,18.97,432,In Stock
426,Product_Clothing_0426,Clothing,191.07,151,In Stock
427,Product_Electronics_0427,Electronics,1940.44,15,Low Stock
428,Product_Toys_0428,Toys,82.35,94,In Stock
429,Product_Home & Garden_0429,Home & Garden,241.07,218,In Stock
430,Product_Beauty_0430,Beauty,107.96,468,In Stock
431,Product_Clothing_0431,Clothing,145.12,309,In Stock
432,Product_Home & Garden_0432,Home & Garden,480.28,477,In Stock
433,Product_Electronics_0433,Electronics,224.67,67,In Stock
434,Product_Beauty_0434,Beauty,136.05,332,In Stock
435,Product_Beauty_0435,Beauty,83.98,255,In Stock
436,Product_Sports_0436,Sports,236.26,92,In Stock
437,Product_Electronics_0437,Electronics,1211.88,45,Medium Stock
438,Product_Electronics_0438,Electronics,683.73,12,Low Stock
439,Product_Toys_0439,Toys,67.77,60,In Stock
440,Product_Toys_0440,Toys,57.53,233,In Stock
441,Product_Clothing_0441,Clothing,195.95,323,In Stock
442,Product_Sports_0442,Sports,,309,In Stock
443,Product_Beauty_0443,Beauty,20.43,438,In Stock
444,Product_Toys_0444,Toys,47.3,110,In Stock
445,Product_Beauty_0445,Beauty,69.12,271,In Stock
446,Product_Beauty_0446,Beauty,105.67,484,In Stock
447,Product_Electronics_0447,Electronics,1840.19,26,Medium Stock
448,Product_Clothing_0448,Clothing,88.36,162,In Stock
449,Product_Beauty_0449,Beauty,29.29,409,In Stock
450,Product_Clothing_0450,Clothing,161.03,404,In Stock
451,Product_Beauty_0451,Beauty,34.91,388,In Stock
452,Product_Books_0452,Books,38.45,355,In Stock
453,Product_Beauty_0453,Beauty,141.3,73,In Stock
454,Product_Beauty_0454,Beauty,103.13,456,In Stock
455,Product_Home & Garden_0455,Home & Garden,69.37,258,In Stock
456,Product_Sports_0456,Sports,397.28,277,In Stock
457,Product_Sports_0457,Sports,31.27,360,In Stock
458,Product_Home & Garden_0458,Home & Garden,313.1,95,In Stock
459,Product_Sports_0459,Sports,294.9,146,In Stock
460,Product_Books_0460,Books,18.93,353,In Stock
461,Product_Toys_0461,Toys,142.37,164,In Stock
462,Product_Clothing_0462,Clothing,110.25,206,In Stock
463,Product_Toys_0463,Toys,178.62,289,In Stock
464,Product_Home & Garden_0464,Home & Garden,33.58,123,In Stock
465,Product_Electronics_0465,Electronics,603.64,42,Medium Stock
466,Product_Books_0466,Books,33.37,494,In Stock
467,Product_Books_0467,Books,38.69,94,In Stock
468,Product_Electronics_0468,Electronics,254.92,10,Low Stock
469,Product_Clothing_0469,Clothing,63.36,484,In Stock
470,Product_Electronics_0470,Electronics,1299.88,77,In Stock
471,Product_Beauty_0471,Beauty,116.6,69,In Stock
472,Product_Beauty_0472,Beauty,104.89,105,In Stock
473,Product_Sports_0473,Sports,126.92,387,In Stock
474,Product_Toys_0474,Toys,44.8,135,In Stock
475,Product_Clothing_0475,Clothing,100.9,447,In Stock
476,Product_Toys_0476,Toys,197.77,244,In Stock
477,Product_Beauty_0477,Beauty,99.92,354,In Stock
478,Product_Home & Garden_0478,Home & Garden,,81,In Stock
479,Product_Sports_0479,Sports,379.27,313,In Stock
480,Product_Clothing_0480,Clothing,113.46,284,In Stock
481,Product_Beauty_0481,Beauty,35.23,433,In Stock
482,Product_Toys_0482,Toys,106.42,393,In Stock
483,Product_Toys_0483,Toys,73.99,345,In Stock
484,Product_Sports_0484,Sports,206.08,350,In Stock
