transaction_id,customer_id,amount,transaction_date,merchant_category,transaction_type,location,is_fraud
TXN00028,CUST197,349.76,2024-02-26 09:11:31,ATM,CREDIT,HAWAII,0
TXN00029,CUST007,19.86,2024-03-22 18:32:37,COFFEE_SHOP,DEBIT,HAWAII,0
TXN00030,CUST035,88.57,2024-01-21 19:22:52,ELECTRONICS,CREDIT,NEW_YORK,0
TXN00031,CUST178,530.69,2024-03-20 14:22:40,ONLINE,CREDIT,COLORADO,0
TXN00032,CUST001,44.61,2024-01-15 21:26:18,PHARMACY,CREDIT,MONTANA,0
TXN00033,CUST025,670.26,2024-01-22 20:23:11,ONLINE,DEBIT,OREGON,0
TXN00034,CUST077,42.22,2024-01-04 09:08:00,PHARMACY,DEBIT,COLORADO,0
TXN00035,CUST016,620.11,2024-01-01 08:39:17,ONLINE,DEBIT,ARIZONA,0
TXN00036,CUST047,102.76,2024-02-19 20:58:39,ATM,DEBIT,WASHINGTON,0
TXN00037,CUST003,77.38,2024-01-23 14:55:00,PHARMACY,DEBIT,NEW_YORK,0
TXN00038,CUST011,286.63,2024-03-26 11:24:36,ONLINE,CREDIT,MONTANA,0
TXN00039,CUST006,71.57,2024-02-04 13:49:01,ATM,CREDIT,FLORIDA,0
TXN00040,CUST013,25.69,2024-02-25 18:52:08,GROCERY,DEBIT,HAWAII,0
TXN00041,CUST050,231.38,2024-03-27 18:49:06,ATM,CREDIT,TEXAS,0
TXN00042,CUST049,182.85,2024-03-07 21:22:20,GROCERY,CREDIT,OREGON,0
TXN00043,CUST042,1000.29,2024-02-07 13:44:03,CLOTHING,DEBIT,FLORIDA,1
TXN00044,CUST006,49.15,2024-03-11 09:56:01,ATM,DEBIT,COLORADO,0
TXN00045,CUST094,57.03,2024-01-11 08:52:10,GAS_STATION,CREDIT,ARIZONA,0
TXN00046,CUST030,318.07,2024-01-04 13:36:28,JEWELRY,CREDIT,OREGON,0
TXN00047,CUST037,331.8,2024-01-06 11:56:04,ATM,CREDIT,MONTANA,0
TXN00048,CUST049,447.8,2024-02-18 12:31:53,HOTEL,DEBIT,HAWAII,0
TXN00049,CUST011,5488.66,2024-01-02 12:29:25,ELECTRONICS,CREDIT,NEVADA,1
TXN00050,CUST008,3564.78,2024-01-27 15:48:43,ELECTRONICS,DEBIT,OREGON,1
TXN00051,CUST003,694.71,2024-03-13 21:02:45,CLOTHING,DEBIT,ARIZONA,1
TXN00052,CUST160,977.55,2024-02-02 16:25:08,HOTEL,CREDIT,MICHIGAN,1
TXN00053,CUST020,25.35,2024-01-10 19:05:46,COFFEE_SHOP,DEBIT,WASHINGTON,0
TXN00054,CUST092,452.92,2024-01-30 08:14:50,ONLINE,DEBIT,ARIZONA,0
TXN00055,CUST077,69.99,2024-02-19 16:58:57,RESTAURANT,CREDIT,WASHINGTON,0
TXN00056,CUST042,1742.01,2024-02-01 09:03:37,JEWELRY,DEBIT,OREGON,0
TXN00057,CUST023,12.12,2024-01-23 17:10:51,COFFEE_SHOP,DEBIT,OREGON,0
TXN00058,CUST091,52.57,2024-01-02 18:12:26,GAS_STATION,CREDIT,NEVADA,0
TXN00059,CUST025,34.65,2024-02-27 10:42:39,GAS_STATION,DEBIT,MONTANA,0
TXN00060,CUST005,472.97,2024-01-21 18:49:45,HOTEL,DEBIT,HAWAII,1
TXN00061,CUST047,230.12,2024-03-19 09:23:46,CLOTHING,DEBIT,MONTANA,0
TXN00062,CUST022,108.33,2024-03-17 13:36:58,GAS_STATION,DEBIT,UNKNOWN,0
TXN00063,CUST036,377.13,2024-01-27 14:38:46,ATM,DEBIT,UNKNOWN,0
TXN00064,CUST042,39.3,2024-01-29 17:26:50,ATM,DEBIT,UTAH,0
TXN00065,CUST018,120.83,2024-03-05 08:40:45,RESTAURANT,DEBIT,NEW_YORK,0
TXN00066,CUST019,380.75,2024-02-18 14:21:41,ELECTRONICS,DEBIT,UTAH,0
TXN00067,CUST032,232.25,2024-01-14 18:00:59,GROCERY,DEBIT,ILLINOIS,0
TXN00068,CUST040,680.53,2024-03-19 13:25:11,ONLINE,DEBIT,ILLINOIS,0
TXN00069,CUST013,145.25,2024-01-05 12:25:18,RESTAURANT,DEBIT,UNKNOWN,0
TXN00070,CUST082,672.75,2024-01-19 11:31:01,ONLINE,CREDIT,MICHIGAN,0
TXN00071,CUST036,213.7,2024-03-07 12:18:45,ATM,CREDIT,OREGON,0
TXN00072,CUST027,486.9,2024-03-01 22:29:20,ATM,DEBIT,UNKNOWN,0
TXN00073,CUST065,256.92,2024-02-22 15:39:35,ATM,DEBIT,CALIFORNIA,0
TXN00074,CUST011,291.78,2024-02-22 12:26:47,ONLINE,DEBIT,HAWAII,0
TXN00075,CUST188,581.03,2024-03-08 11:30:21,GROCERY,DEBIT,COLORADO,1
TXN00076,CUST149,1412.83,2024-02-28 19:33:26,ELECTRONICS,DEBIT,OREGON,0
TXN00077,CUST027,321.64,2024-02-05 14:07:09,HOTEL,DEBIT,FLORIDA,0
TXN00078,CUST115,117.06,2024-01-05 12:55:08,GAS_STATION,DEBIT,UNKNOWN,0
TXN00079,CUST139,395.19,2024-01-29 12:48:42,HOTEL,DEBIT,TEXAS,0
TXN00080,CUST115,394.35,2024-03-18 22:27:50,ATM,DEBIT,TEXAS,0
TXN00081,CUST157,431.29,2024-01-15 20:30:50,HOTEL,CREDIT,HAWAII,0
TXN00082,CUST016,39.37,2024-02-22 10:15:10,GROCERY,DEBIT,UTAH,0
TXN00083,CUST013,579.07,2024-02-06 21:23:18,JEWELRY,DEBIT,COLORADO,0
TXN00084,CUST008,61.01,2024-01-28 13:24:10,RESTAURANT,DEBIT,HAWAII,0
TXN00085,CUST034,146.28,2024-01-15 18:17:48,GAS_STATION,CREDIT,WASHINGTON,0
TXN00086,CUST098,62.45,2024-02-01 21:57:52,RESTAURANT,DEBIT,MONTANA,0
TXN00087,CUST018,462.63,2024-03-01 14:56:18,HOTEL,DEBIT,HAWAII,1
TXN00088,CUST002,148.53,2024-03-11 22:57:50,CLOTHING,CREDIT,COLORADO,0
TXN00089,CUST035,644.99,2024-03-12 22:22:15,ONLINE,CREDIT,COLORADO,0
TXN00090,CUST121,440.18,2024-03-09 12:52:04,HOTEL,DEBIT,UTAH,1
TXN00091,CUST030,30.34,2024-02-05 12:37:20,PHARMACY,DEBIT,UTAH,0
TXN00092,CUST028,61.07,2024-03-13 22:05:57,GROCERY,DEBIT,TEXAS,0
TXN00093,CUST044,228.79,2024-01-25 21:21:19,COFFEE_SHOP,DEBIT,COLORADO,1
TXN00094,CUST017,367.2,2024-02-29 08:21:07,CLOTHING,CREDIT,ARIZONA,0
TXN00095,CUST041,302.35,2024-01-28 14:34:10,CLOTHING,DEBIT,COLORADO,0
TXN00096,CUST016,6930.02,2024-03-10 13:13:41,JEWELRY,CREDIT,UTAH,1
TXN00097,CUST012,1328.93,2024-02-23 13:05:44,ONLINE,DEBIT,CALIFORNIA,1
TXN00098,CUST030,132.47,2024-02-03 19:00:16,GROCERY,CREDIT,FLORIDA,0
TXN00099,CUST015,365.03,2024-01-26 21:18:56,ELECTRONICS,DEBIT,COLORADO,0
TXN00100,CUST032,92.68,2024-02-19 12:09:52,PHARMACY,DEBIT,ILLINOIS,0
TXN00101,CUST017,716.73,2024-03-03 13:55:45,ELECTRONICS,DEBIT,NEVADA,0
TXN00102,CUST019,249.16,2024-03-26 12:38:20,CLOTHING,CREDIT,MONTANA,1
TXN00103,CUST038,28.39,2024-03-10 14:24:52,GAS_STATION,DEBIT,NEW_YORK,0
TXN00104,CUST005,23.8,2024-01-30 13:03:51,COFFEE_SHOP,CREDIT,NEVADA,0
TXN00105,CUST009,53.58,2024-01-17 08:54:44,GAS_STATION,CREDIT,HAWAII,0
TXN00106,CUST041,49.76,2024-01-20 21:02:04,COFFEE_SHOP,DEBIT,MONTANA,0
TXN00107,CUST127,234.79,2024-03-11 17:05:16,HOTEL,DEBIT,TEXAS,0
TXN00108,CUST033,616.32,2024-01-19 22:02:51,JEWELRY,CREDIT,OREGON,0
TXN00109,CUST001,304.7,2024-01-19 18:31:07,CLOTHING,DEBIT,WASHINGTON,0
TXN00110,CUST027,44.87,2024-03-19 12:22:47,COFFEE_SHOP,DEBIT,NEW_YORK,0
TXN00111,CUST047,4386.96,2024-01-06 21:02:01,ONLINE,DEBIT,UNKNOWN,1
TXN00112,CUST032,315.22,2024-02-02 08:12:27,HOTEL,DEBIT,UTAH,0
TXN00113,CUST016,396.92,2024-01-03 22:46:45,HOTEL,DEBIT,NEW_YORK,0
TXN00114,CUST029,150.57,2024-02-08 08:18:08,GROCERY,DEBIT,HAWAII,0
TXN00115,CUST015,515.21,2024-01-06 22:10:31,HOTEL,CREDIT,FLORIDA,1
TXN00116,CUST010,114.54,2024-02-01 21:37:18,RESTAURANT,DEBIT,MONTANA,0
TXN00117,CUST011,321.59,2024-01-03 14:53:59,CLOTHING,CREDIT,WASHINGTON,0
TXN00118,CUST015,415.84,2024-03-06 13:32:20,HOTEL,DEBIT,UTAH,0
TXN00119,CUST021,928.31,2024-01-17 12:07:56,JEWELRY,DEBIT,CALIFORNIA,0
TXN00120,CUST001,49.3,2024-01-05 15:10:32,COFFEE_SHOP,CREDIT,UNKNOWN,0
TXN00121,CUST036,164.61,2024-02-29 15:39:54,RESTAURANT,CREDIT,NEW_YORK,0
TXN00122,CUST012,408.36,2024-02-26 20:01:37,ATM,DEBIT,TEXAS,0
TXN00123,CUST041,1544.58,2024-01-06 18:23:01,JEWELRY,DEBIT,NEW_YORK,0
TXN00124,CUST015,841.2,2024-01-12 13:05:53,HOTEL,CREDIT,TEXAS,1
TXN00125,CUST001,1094.12,2024-01-27 13:49:28,ELECTRONICS,DEBIT,NEVADA,0
TXN00126,CUST094,19.01,2024-01-28 09:03:20,PHARMACY,CREDIT,OREGON,0
TXN00127,CUST009,978.95,2024-01-03 16:15:45,ELECTRONICS,CREDIT,OREGON,0
TXN00128,CUST043,1088.07,2024-01-21 20:16:20,CLOTHING,CREDIT,ARIZONA,1
TXN00129,CUST034,162.38,2024-02-13 09:43:05,RESTAURANT,DEBIT,ILLINOIS,0
TXN00130,CUST044,7041.75,2024-02-14 16:18:50,JEWELRY,CREDIT,NEVADA,1
TXN00131,CUST049,268.74,2024-01-31 10:35:28,GROCERY,CREDIT,FLORIDA,0
TXN00132,CUST048,52.44,2024-02-19 21:15:04,CLOTHING,CREDIT,OREGON,0
TXN00133,CUST152,208.25,2024-03-19 12:32:59,HOTEL,DEBIT,COLORADO,0
TXN00134,CUST045,130.6,2024-01-28 18:02:06,CLOTHING,DEBIT,NEW_YORK,0
TXN00135,CUST032,5586.41,2024-01-16 20:07:48,JEWELRY,CREDIT,UTAH,1
TXN00136,CUST028,3731.87,2024-01-13 15:00:43,ONLINE,DEBIT,UNKNOWN,1
TXN00137,CUST032,293.19,2024-01-23 21:38:47,HOTEL,DEBIT,WASHINGTON,0
TXN00138,CUST027,482.84,2024-03-22 13:28:21,JEWELRY,CREDIT,OREGON,0
TXN00139,CUST018,14.53,2024-03-20 11:14:56,COFFEE_SHOP,DEBIT,UNKNOWN,0
TXN00140,CUST046,14.54,2024-01-04 19:57:00,PHARMACY,DEBIT,CALIFORNIA,0
TXN00141,CUST099,290.06,2024-03-12 13:06:57,CLOTHING,CREDIT,CALIFORNIA,1
TXN00142,CUST019,1024.8,2024-03-08 21:24:11,JEWELRY,DEBIT,FLORIDA,0
TXN00143,CUST003,151.92,2024-01-28 14:05:20,HOTEL,CREDIT,FLORIDA,0
TXN00144,CUST016,20.81,2024-02-01 18:55:33,PHARMACY,CREDIT,ARIZONA,0
TXN00145,CUST019,34.5,2024-03-13 16:08:00,GROCERY,CREDIT,NEW_YORK,0
TXN00146,CUST008,352.4,2024-03-08 19:24:13,HOTEL,DEBIT,NEVADA,0
TXN00147,CUST044,274.74,2024-02-19 09:53:29,ONLINE,DEBIT,NEVADA,0
TXN00148,CUST014,277.66,2024-02-09 22:27:14,CLOTHING,DEBIT,HAWAII,0
TXN00149,CUST173,365.34,2024-01-03 18:11:55,HOTEL,CREDIT,MICHIGAN,1
TXN00150,CUST028,210.53,2024-01-18 09:47:33,HOTEL,CREDIT,FLORIDA,0
TXN00151,CUST019,314.57,2024-01-30 20:47:30,CLOTHING,DEBIT,NEVADA,0
TXN00152,CUST043,348.19,2024-03-21 11:09:17,ATM,DEBIT,FLORIDA,0
TXN00153,CUST017,261.34,2024-03-15 19:46:37,ONLINE,CREDIT,CALIFORNIA,0
TXN00154,CUST002,371.0,2024-03-28 16:17:06,HOTEL,CREDIT,ILLINOIS,0
TXN00155,CUST003,4177.33,2024-03-17 12:33:00,ELECTRONICS,DEBIT,ILLINOIS,1
TXN00156,CUST181,1769.6,2024-02-21 10:59:05,JEWELRY,CREDIT,WASHINGTON,0
TXN00157,CUST194,1160.08,2024-03-13 15:09:03,ELECTRONICS,DEBIT,NEW_YORK,0
TXN00158,CUST126,148.99,2024-02-16 13:06:04,ELECTRONICS,DEBIT,UTAH,0
TXN00159,CUST044,166.58,2024-03-01 11:29:03,GROCERY,DEBIT,UNKNOWN,0
TXN00160,CUST024,67.53,2024-02-23 18:11:43,RESTAURANT,DEBIT,FLORIDA,0
TXN00161,CUST004,20.97,2024-02-21 19:27:14,RESTAURANT,DEBIT,CALIFORNIA,0
TXN00162,CUST022,18.29,2024-02-02 14:30:37,PHARMACY,DEBIT,NEVADA,0
TXN00163,CUST004,485.4,2024-01-07 18:25:57,HOTEL,CREDIT,HAWAII,0
TXN00164,CUST082,419.64,2024-01-12 19:59:47,ATM,DEBIT,ARIZONA,0
TXN00165,CUST041,569.32,2024-03-16 11:45:41,ONLINE,DEBIT,HAWAII,0
TXN00166,CUST017,150.35,2024-01-17 20:15:29,RESTAURANT,DEBIT,NEW_YORK,0
TXN00167,CUST017,1111.12,2024-03-26 15:22:48,ONLINE,DEBIT,ARIZONA,1
TXN00168,CUST025,2034.14,2024-02-27 17:28:37,ELECTRONICS,CREDIT,UTAH,1
TXN00169,CUST006,1289.6,2024-02-26 12:11:39,JEWELRY,DEBIT,WASHINGTON,0
TXN00170,CUST007,773.94,2024-03-11 22:05:50,CLOTHING,DEBIT,FLORIDA,1
TXN00171,CUST079,32.45,2024-03-05 10:49:12,COFFEE_SHOP,DEBIT,UTAH,0
TXN00172,CUST141,46.56,2024-02-29 10:43:38,RESTAURANT,DEBIT,OREGON,0
TXN00173,CUST111,237.65,2024-03-26 13:37:02,GROCERY,DEBIT,CALIFORNIA,0
TXN00174,CUST020,715.19,2024-02-26 21:57:56,ONLINE,DEBIT,MICHIGAN,0
TXN00175,CUST013,141.9,2024-01-16 09:12:34,GROCERY,DEBIT,NEVADA,0
TXN00176,CUST031,192.0,2024-01-05 09:40:47,ATM,DEBIT,OREGON,0
TXN00177,CUST046,532.14,2024-02-13 11:07:25,ELECTRONICS,CREDIT,HAWAII,0
TXN00178,CUST016,103.46,2024-02-21 09:47:21,ELECTRONICS,DEBIT,ARIZONA,0
TXN00179,CUST020,857.99,2024-02-15 18:36:50,JEWELRY,DEBIT,NEVADA,0
TXN00180,CUST047,1490.2,2024-03-27 11:47:39,ELECTRONICS,CREDIT,OREGON,1
TXN00181,CUST033,160.71,2024-02-12 11:43:22,ATM,DEBIT,ARIZONA,0
TXN00182,CUST038,255.07,2024-01-15 16:10:04,ONLINE,CREDIT,UTAH,0
TXN00183,CUST005,83.88,2024-03-29 18:04:40,GAS_STATION,DEBIT,WASHINGTON,0
TXN00184,CUST047,1112.22,2024-02-18 17:21:27,JEWELRY,DEBIT,WASHINGTON,1
TXN00185,CUST010,55.39,2024-03-07 12:44:03,ELECTRONICS,CREDIT,UNKNOWN,0
TXN00186,CUST018,2955.6,2024-03-17 14:40:17,ONLINE,DEBIT,FLORIDA,1
TXN00187,CUST124,5.54,2024-01-09 14:12:48,COFFEE_SHOP,DEBIT,ARIZONA,0
TXN00188,CUST030,1510.49,2024-03-10 18:51:06,ELECTRONICS,CREDIT,FLORIDA,1
TXN00189,CUST034,194.24,2024-02-08 15:52:18,JEWELRY,DEBIT,HAWAII,0
TXN00190,CUST175,53.08,2024-01-11 17:22:50,ELECTRONICS,DEBIT,ILLINOIS,0
TXN00191,CUST022,34.06,2024-01-22 11:48:24,GROCERY,CREDIT,MONTANA,0
TXN00192,CUST014,59.52,2024-01-08 18:25:00,PHARMACY,DEBIT,MONTANA,0
TXN00193,CUST030,1478.7,2024-01-07 10:31:34,ELECTRONICS,CREDIT,FLORIDA,0
TXN00194,CUST005,63.35,2024-03-27 16:02:48,ONLINE,CREDIT,NEW_YORK,0
TXN00195,CUST026,223.09,2024-01-22 22:16:30,CLOTHING,DEBIT,UTAH,0
TXN00196,CUST101,844.8,2024-02-11 17:50:44,CLOTHING,DEBIT,MICHIGAN,1
TXN00197,CUST011,644.84,2024-02-05 09:19:00,ONLINE,DEBIT,ILLINOIS,0
TXN00198,CUST036,1052.82,2024-02-25 19:47:39,JEWELRY,DEBIT,NEW_YORK,0
TXN00199,CUST019,151.55,2024-02-09 14:17:53,RESTAURANT,DEBIT,ILLINOIS,0
TXN00200,CUST044,758.2,2024-03-26 18:11:05,CLOTHING,DEBIT,WASHINGTON,1
TXN00201,CUST022,336.2,2024-03-28 16:25:22,GROCERY,CREDIT,FLORIDA,0
TXN00202,CUST087,8.28,2024-02-29 13:25:43,COFFEE_SHOP,CREDIT,ARIZONA,0
TXN00203,CUST040,5617.42,2024-02-14 08:52:14,ELECTRONICS,CREDIT,CALIFORNIA,1
TXN00204,CUST032,63.72,2024-01-12 21:49:08,GAS_STATION,DEBIT,NEW_YORK,0
TXN00205,CUST042,2780.36,2024-01-16 18:29:13,JEWELRY,DEBIT,WASHINGTON,1
TXN00206,CUST005,710.37,2024-02-25 15:05:08,ONLINE,DEBIT,TEXAS,0
TXN00207,CUST017,100.68,2024-03-27 21:12:28,HOTEL,DEBIT,NEW_YORK,0
TXN00208,CUST009,1288.53,2024-03-08 18:47:40,HOTEL,DEBIT,WASHINGTON,1
TXN00209,CUST021,2638.13,2024-03-11 12:19:41,ONLINE,CREDIT,ILLINOIS,1
TXN00210,CUST015,161.79,2024-01-03 18:51:44,ATM,DEBIT,FLORIDA,0
TXN00211,CUST006,84.73,2024-03-30 22:50:23,CLOTHING,CREDIT,CALIFORNIA,0
TXN00212,CUST113,377.22,2024-03-10 09:39:05,ATM,CREDIT,COLORADO,0
TXN00213,CUST024,4534.59,2024-03-23 17:49:10,ONLINE,DEBIT,COLORADO,1
TXN00214,CUST048,72.12,2024-03-11 10:56:44,PHARMACY,CREDIT,ARIZONA,0
TXN00215,CUST002,1255.08,2024-03-01 20:47:52,ELECTRONICS,CREDIT,WASHINGTON,0
TXN00216,CUST125,38.47,2024-01-12 20:36:26,RESTAURANT,CREDIT,ILLINOIS,0
TXN00217,CUST012,1017.64,2024-01-16 20:59:33,JEWELRY,CREDIT,TEXAS,0
TXN00218,CUST005,1444.13,2024-02-02 14:05:21,ELECTRONICS,CREDIT,CALIFORNIA,0
TXN00219,CUST020,226.78,2024-02-21 12:17:51,GROCERY,DEBIT,CALIFORNIA,0
TXN00220,CUST003,157.76,2024-02-02 20:46:30,RESTAURANT,CREDIT,MONTANA,0
TXN00221,CUST018,115.94,2024-02-04 22:50:22,GAS_STATION,DEBIT,ILLINOIS,0
TXN00222,CUST009,661.84,2024-03-29 12:39:55,JEWELRY,CREDIT,HAWAII,0
TXN00223,CUST012,41.08,2024-03-08 08:37:38,PHARMACY,DEBIT,CALIFORNIA,0
TXN00224,CUST032,523.09,2024-01-16 21:05:17,ELECTRONICS,DEBIT,UNKNOWN,0
TXN00225,CUST066,150.45,2024-01-16 20:35:42,RESTAURANT,DEBIT,OREGON,0
TXN00226,CUST041,87.44,2024-03-22 16:29:05,PHARMACY,DEBIT,OREGON,0
TXN00227,CUST158,14.07,2024-02-29 11:20:47,COFFEE_SHOP,DEBIT,CALIFORNIA,0
TXN00228,CUST143,188.78,2024-01-29 18:20:39,CLOTHING,DEBIT,ARIZONA,0
TXN00229,CUST042,489.27,2024-03-12 08:13:27,ELECTRONICS,DEBIT,TEXAS,0
TXN00230,CUST002,102.02,2024-03-21 10:04:16,HOTEL,CREDIT,COLORADO,0
TXN00231,CUST007,559.13,2024-02-25 13:44:53,ELECTRONICS,DEBIT,COLORADO,0
TXN00232,CUST030,115.69,2024-03-13 09:17:01,RESTAURANT,DEBIT,COLORADO,0
TXN00233,CUST007,127.76,2024-02-16 19:24:35,CLOTHING,DEBIT,WASHINGTON,0
TXN00234,CUST016,248.39,2024-01-28 10:31:21,JEWELRY,DEBIT,HAWAII,0
TXN00235,CUST007,34.41,2024-02-22 17:37:36,PHARMACY,DEBIT,WASHINGTON,0
TXN00236,CUST002,48.16,2024-03-10 10:33:55,RESTAURANT,DEBIT,UNKNOWN,0
TXN00237,CUST045,303.72,2024-01-09 14:34:41,CLOTHING,DEBIT,MONTANA,0
TXN00238,CUST110,73.38,2024-03-19 15:37:00,PHARMACY,DEBIT,MONTANA,0
TXN00239,CUST044,48.85,2024-02-20 19:45:56,ATM,DEBIT,COLORADO,0
TXN00240,CUST015,85.8,2024-01-03 20:10:43,ATM,CREDIT,NEVADA,0
TXN00241,CUST039,96.5,2024-03-29 19:30:10,GAS_STATION,DEBIT,NEW_YORK,0
TXN00242,CUST004,143.88,2024-03-11 21:44:07,GAS_STATION,CREDIT,HAWAII,0
TXN00243,CUST018,69.2,2024-03-30 19:05:39,PHARMACY,DEBIT,WASHINGTON,0
TXN00244,CUST020,1194.0,2024-03-04 16:16:32,ELECTRONICS,DEBIT,UNKNOWN,1
TXN00245,CUST013,361.72,2024-02-06 17:59:53,ELECTRONICS,CREDIT,MICHIGAN,0
TXN00246,CUST176,237.96,2024-02-09 13:29:50,ATM,DEBIT,ILLINOIS,0
TXN00247,CUST025,33.45,2024-02-25 16:03:19,COFFEE_SHOP,DEBIT,OREGON,0
TXN00248,CUST012,81.39,2024-01-28 19:04:17,HOTEL,DEBIT,ARIZONA,0
TXN00249,CUST045,446.15,2024-03-07 12:29:32,HOTEL,DEBIT,ARIZONA,0
TXN00250,CUST028,205.28,2024-01-17 09:41:30,GROCERY,CREDIT,NEW_YORK,0
TXN00251,CUST026,243.88,2024-03-11 17:56:46,GROCERY,CREDIT,UNKNOWN,0
TXN00252,CUST016,72.88,2024-01-14 15:28:59,RESTAURANT,CREDIT,OREGON,0
TXN00253,CUST022,263.75,2024-03-16 11:06:06,GROCERY,CREDIT,UTAH,0
TXN00254,CUST005,33.87,2024-01-05 08:35:58,COFFEE_SHOP,DEBIT,NEVADA,0
TXN00255,CUST033,139.39,2024-02-15 10:42:56,GAS_STATION,DEBIT,ILLINOIS,0
TXN00256,CUST032,86.9,2024-03-01 20:50:31,PHARMACY,CREDIT,ILLINOIS,0
TXN00257,CUST032,50.6,2024-01-24 18:39:19,PHARMACY,DEBIT,NEVADA,0
TXN00258,CUST021,34.09,2024-03-28 09:16:42,RESTAURANT,DEBIT,NEVADA,0
TXN00259,CUST005,750.58,2024-03-10 17:47:09,ELECTRONICS,CREDIT,FLORIDA,0
TXN00260,CUST004,40.68,2024-03-19 08:31:19,COFFEE_SHOP,DEBIT,MONTANA,0
TXN00261,CUST014,279.96,2024-03-23 20:47:16,CLOTHING,CREDIT,OREGON,0
TXN00262,CUST003,81.77,2024-02-09 16:14:03,CLOTHING,DEBIT,NEW_YORK,0
TXN00263,CUST016,32.42,2024-01-26 21:31:22,GROCERY,DEBIT,HAWAII,0
TXN00264,CUST048,5778.28,2024-03-10 14:00:51,JEWELRY,CREDIT,COLORADO,1
TXN00265,CUST030,1843.27,2024-03-05 19:47:06,JEWELRY,DEBIT,WASHINGTON,0
TXN00266,CUST005,152.25,2024-01-20 08:21:42,ELECTRONICS,CREDIT,UNKNOWN,0
TXN00267,CUST038,53.75,2024-01-23 14:30:44,PHARMACY,DEBIT,HAWAII,0
TXN00268,CUST036,13.72,2024-01-16 19:42:55,COFFEE_SHOP,DEBIT,FLORIDA,0
TXN00269,CUST137,558.38,2024-03-25 08:03:27,HOTEL,DEBIT,NEVADA,1
TXN00270,CUST016,159.79,2024-03-05 11:50:45,ATM,DEBIT,OREGON,0
TXN00271,CUST037,1448.55,2024-01-14 13:53:24,ELECTRONICS,DEBIT,CALIFORNIA,0
TXN00272,CUST050,11.05,2024-02-10 09:50:07,COFFEE_SHOP,DEBIT,CALIFORNIA,0
TXN00273,CUST046,5.8,2024-02-14 14:59:59,COFFEE_SHOP,CREDIT,UNKNOWN,0
TXN00274,CUST010,688.76,2024-02-26 08:38:57,HOTEL,DEBIT,ARIZONA,1
TXN00275,CUST170,24.05,2024-03-24 17:35:44,COFFEE_SHOP,CREDIT,CALIFORNIA,0
TXN00276,CUST025,152.71,2024-01-31 11:33:47,CLOTHING,DEBIT,TEXAS,0
TXN00277,CUST054,606.69,2024-03-10 09:47:59,RESTAURANT,CREDIT,UNKNOWN,1
TXN00278,CUST016,215.79,2024-02-20 18:28:28,ONLINE,DEBIT,HAWAII,0
